ID	HG00096	HG00100	HG00105	HG00108	HG00110	HG00113	HG00114	HG00121	HG00122	HG00127	HG00130	HG00132	HG00141	HG00142	HG00146	HG00148	HG00151	HG00160	HG00177	HG00179	HG00183	HG00185	HG00186	HG00188	HG00189	HG00190	HG00233	HG00237	HG00243	HG00244	HG00250	HG00254	HG00260	HG00265	HG00269	HG00277	HG00285	HG00290	HG00304	HG00311	HG00318	HG00320	HG00325	HG00326	HG00327	HG00331	HG00335	HG00337	HG00342	HG00355	HG00360	HG00368	HG00372	HG00382	HG00404	HG00410	HG00442	HG00463	HG00473	HG00475	HG00513	HG00525	HG00533	HG00537	HG00551	HG00553	HG00556	HG00565	HG00581	HG00583	HG00589	HG00590	HG00596	HG00607	HG00625	HG00628	HG00631	HG00641	HG00653	HG00657	HG00663	HG00693	HG00704	HG00705	HG00728	HG00731	HG00737	HG00740	HG00844	HG00851	HG00864	HG00956	HG00978	HG01029	HG01031	HG01047	HG01052	HG01055	HG01060	HG01061	HG01073	HG01092	HG01108	HG01113	HG01125	HG01131	HG01137	HG01161	HG01162	HG01164	HG01170	HG01173	HG01174	HG01188	HG01190	HG01204	HG01242	HG01250	HG01251	HG01260	HG01271	HG01277	HG01284	HG01312	HG01341	HG01342	HG01345	HG01348	HG01363	HG01365	HG01372	HG01383	HG01389	HG01390	HG01392	HG01393	HG01395	HG01447	HG01461	HG01468	HG01479	HG01488	HG01489	HG01492	HG01494	HG01501	HG01503	HG01506	HG01509	HG01515	HG01518	HG01522	HG01524	HG01527	HG01578	HG01589	HG01593	HG01597	HG01598	HG01600	HG01606	HG01607	HG01610	HG01613	HG01615	HG01630	HG01669	HG01682	HG01684	HG01686	HG01695	HG01762	HG01765	HG01771	HG01785	HG01790	HG01797	HG01800	HG01806	HG01809	HG01812	HG01817	HG01843	HG01844	HG01846	HG01849	HG01851	HG01853	HG01858	HG01862	HG01863	HG01870	HG01872	HG01878	HG01879	HG01890	HG01893	HG01912	HG01918	HG01920	HG01921	HG01932	HG01939	HG01945	HG01950	HG01951	HG01953	HG01965	HG01970	HG01973	HG01988	HG02023	HG02025	HG02026	HG02031	HG02052	HG02053	HG02058	HG02067	HG02069	HG02089	HG02090	HG02102	HG02104	HG02105	HG02121	HG02128	HG02134	HG02136	HG02142	HG02150	HG02155	HG02156	HG02165	HG02166	HG02178	HG02182	HG02185	HG02188	HG02215	HG02220	HG02230	HG02232	HG02236	HG02250	HG02265	HG02271	HG02274	HG02281	HG02282	HG02283	HG02292	HG02301	HG02307	HG02312	HG02323	HG02332	HG02334	HG02337	HG02348	HG02355	HG02364	HG02373	HG02389	HG02394	HG02396	HG02409	HG02425	HG02429	HG02439	HG02449	HG02450	HG02471	HG02479	HG02481	HG02489	HG02491	HG02494	HG02497	HG02502	HG02511	HG02513	HG02536	HG02545	HG02568	HG02574	HG02580	HG02583	HG02597	HG02601	HG02611	HG02613	HG02614	HG02620	HG02623	HG02624	HG02628	HG02643	HG02649	HG02654	HG02660	HG02678	HG02681	HG02694	HG02697	HG02703	HG02715	HG02728	HG02731	HG02733	HG02737	HG02768	HG02789	HG02792	HG02799	HG02804	HG02814	HG02816	HG02817	HG02839	HG02851	HG02855	HG02884	HG02888	HG02896	HG02941	HG02946	HG02968	HG02970	HG02977	HG02979	HG02981	HG02983	HG03018	HG03019	HG03058	HG03060	HG03064	HG03069	HG03077	HG03082	HG03084	HG03091	HG03097	HG03105	HG03117	HG03118	HG03127	HG03129	HG03135	HG03157	HG03160	HG03166	HG03209	HG03225	HG03235	HG03247	HG03268	HG03271	HG03279	HG03294	HG03301	HG03311	HG03313	HG03372	HG03380	HG03382	HG03397	HG03401	HG03419	HG03445	HG03446	HG03460	HG03461	HG03478	HG03485	HG03491	HG03499	HG03514	HG03520	HG03521	HG03548	HG03556	HG03557	HG03558	HG03563	HG03578	HG03585	HG03589	HG03593	HG03594	HG03595	HG03598	HG03604	HG03616	HG03631	HG03646	HG03660	HG03667	HG03668	HG03673	HG03692	HG03695	HG03696	HG03697	HG03709	HG03711	HG03714	HG03717	HG03727	HG03730	HG03736	HG03738	HG03741	HG03743	HG03765	HG03770	HG03778	HG03780	HG03781	HG03782	HG03803	HG03815	HG03823	HG03826	HG03857	HG03858	HG03861	HG03862	HG03864	HG03866	HG03868	HG03885	HG03888	HG03896	HG03897	HG03898	HG03900	HG03902	HG03910	HG03922	HG03934	HG03971	HG03976	HG03977	HG03978	HG03989	HG03998	HG04002	HG04025	HG04029	HG04033	HG04047	HG04054	HG04059	HG04060	HG04061	HG04062	HG04063	HG04075	HG04100	HG04107	HG04141	HG04152	HG04155	HG04156	HG04158	HG04164	HG04171	HG04177	HG04185	HG04188	HG04194	HG04195	HG04216	HG04227	HG04235	NA06985	NA07000	NA11919	NA11930	NA11932	NA11933	NA12003	NA12046	NA12058	NA12154	NA12275	NA12286	NA12287	NA12348	NA12399	NA12413	NA12414	NA12546	NA12717	NA12718	NA12748	NA12762	NA12778	NA12812	NA12815	NA12828	NA12843	NA12874	NA12878	NA12889	NA18486	NA18501	NA18504	NA18507	NA18508	NA18516	NA18522	NA18528	NA18531	NA18535	NA18536	NA18541	NA18542	NA18544	NA18545	NA18548	NA18553	NA18555	NA18557	NA18558	NA18561	NA18574	NA18596	NA18608	NA18609	NA18610	NA18621	NA18622	NA18626	NA18636	NA18639	NA18645	NA18646	NA18745	NA18749	NA18853	NA18856	NA18861	NA18864	NA18865	NA18874	NA18876	NA18877	NA18878	NA18879	NA18881	NA18915	NA18924	NA18934	NA18942	NA18948	NA18951	NA18953	NA18954	NA18956	NA18962	NA18963	NA18969	NA18970	NA18971	NA18972	NA18977	NA18982	NA18987	NA18995	NA18997	NA19009	NA19010	NA19025	NA19026	NA19028	NA19038	NA19054	NA19055	NA19062	NA19064	NA19068	NA19075	NA19077	NA19080	NA19081	NA19095	NA19116	NA19117	NA19129	NA19143	NA19238	NA19239	NA19308	NA19312	NA19317	NA19323	NA19332	NA19334	NA19338	NA19346	NA19351	NA19355	NA19374	NA19377	NA19385	NA19393	NA19397	NA19401	NA19404	NA19430	NA19438	NA19443	NA19449	NA19451	NA19454	NA19475	NA19625	NA19648	NA19649	NA19654	NA19657	NA19663	NA19670	NA19676	NA19682	NA19704	NA19711	NA19713	NA19717	NA19719	NA19723	NA19726	NA19731	NA19732	NA19741	NA19752	NA19758	NA19759	NA19761	NA19762	NA19764	NA19770	NA19773	NA19774	NA19780	NA19785	NA19788	NA19789	NA19795	NA19818	NA19835	NA19901	NA19904	NA19908	NA19913	NA19917	NA19922	NA19923	NA19982	NA20278	NA20287	NA20294	NA20298	NA20314	NA20317	NA20318	NA20320	NA20332	NA20334	NA20342	NA20351	NA20359	NA20412	NA20502	NA20507	NA20511	NA20513	NA20522	NA20525	NA20532	NA20533	NA20536	NA20543	NA20587	NA20755	NA20762	NA20763	NA20764	NA20767	NA20771	NA20775	NA20778	NA20790	NA20792	NA20797	NA20811	NA20815	NA20821	NA20822	NA20827	NA20832	NA20847	NA20850	NA20856	NA20859	NA20862	NA20866	NA20867	NA20870	NA20872	NA20875	NA20876	NA20878	NA20884	NA20886	NA20888	NA20889	NA20896	NA20902	NA21098	NA21110	NA21111	NA21112	NA21120	NA21124	NA21127	NA21129	NA21130
int	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
batch	16	4	13	10	9	6	14	2	7	16	5	4	14	10	6	5	4	9	10	8	1	4	2	5	9	2	15	7	6	17	16	10	3	12	16	14	5	4	13	13	11	15	5	8	3	9	17	11	5	6	12	9	15	14	1	12	14	14	3	8	6	10	16	2	2	8	16	4	10	5	3	2	13	8	13	7	7	14	12	9	11	15	15	5	1	9	12	16	10	9	1	11	2	5	15	5	16	11	6	13	14	4	10	11	5	6	1	13	3	7	11	10	4	15	17	1	7	9	7	14	11	6	16	1	8	5	10	13	7	16	13	4	3	3	9	10	6	1	17	15	2	12	12	4	10	12	15	14	6	16	16	8	1	11	1	2	14	2	6	16	5	4	3	2	13	13	4	10	6	16	7	1	12	12	4	1	3	8	16	9	12	14	7	4	14	9	10	13	3	4	11	5	12	10	8	3	12	16	14	13	7	11	8	4	8	16	9	10	2	3	11	6	12	16	15	8	7	4	1	12	2	9	13	10	5	8	6	13	8	10	15	14	1	7	3	13	15	15	6	7	7	6	9	10	5	13	12	5	15	13	2	7	16	1	3	14	16	5	2	6	11	8	9	1	4	13	7	15	5	11	9	6	17	9	14	6	15	11	3	12	15	2	4	12	11	9	10	13	8	5	10	4	10	6	16	7	13	7	2	6	3	1	13	16	17	14	12	12	8	12	3	4	14	7	11	1	17	7	6	16	14	15	8	3	5	16	11	4	4	14	1	12	12	1	13	11	15	12	6	5	17	8	7	4	7	7	6	14	1	10	5	3	8	10	12	15	2	12	2	15	13	9	16	8	2	1	8	6	10	11	2	3	1	5	13	4	4	9	10	5	5	15	2	16	14	9	14	4	16	11	14	10	17	13	8	10	14	9	11	5	4	16	15	2	12	5	12	3	10	5	1	1	3	8	15	9	1	8	12	13	8	8	2	13	3	7	11	3	6	16	4	12	8	4	6	7	10	1	6	15	1	7	2	6	4	7	1	5	2	15	14	9	13	13	9	10	11	15	16	10	11	6	9	9	7	12	2	5	16	11	5	3	12	6	9	5	14	5	8	3	2	7	9	12	10	15	8	14	13	12	13	9	16	4	3	6	5	2	14	4	10	15	11	1	8	1	11	14	3	2	10	8	4	9	9	13	4	1	12	16	7	4	13	14	1	9	3	11	10	6	11	6	16	5	15	2	2	8	8	17	12	8	3	12	6	6	2	9	7	1	13	10	2	11	5	7	15	5	8	6	3	10	15	14	16	7	1	6	11	11	14	9	4	8	12	4	15	3	14	2	15	16	9	1	3	13	1	3	9	17	16	7	15	14	12	2	5	15	11	14	12	10	8	5	11	3	1	7	9	2	16	10	4	14	6	13	9	8	16	2	13	11	5	8	9	16	5	10	11	6	13	3	4	13	11	9	14	14	7	6	2	6	1	8	16	17	15	15	7	3	12	1	9	16	2	4	3	10	12	1	14	4	15	9	12	1	8	14	7	5	16	10	15	7	6	7	16	12	11	16	14	10	13	6	13	9	3	2	3	2	1	17	5	15	8	8	2	4	10	13	6	12	11	13	10	5	6	3	16	16	3	14	17	2	2	12	15	6	4	11	14	17	9	7	5	1	12	11	4	10	8
populationASW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
populationBEB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
populationCDX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
populationCEU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
populationCHB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
